match,teamNumber,role,coralPickup,algaePickup,algaeKnocking,underShallowCage,teleopPoints,autoPoints,driverAbility,feeds,defends,coralPickups,algaePickups,coralDrops,algaeDrops,coralL1,coralL2,coralL3,coralL4,processorScores,netScores,netFails,activeAuton,endgame,scouter,notes
Q35,694,OFFENSE,STATION,REEF,TRUE,FALSE,76,17,4,0,0,14,5,2,0,0,3,4,5,2,3,0,TRUE,DEEP,,
Q35,694,OFFENSE,STATION,GROUND,TRUE,FALSE,55,10,3,0,0,12,1,1,0,1,4,2,4,1,0,0,TRUE,DEEP,,
Q35,1425,OFFENSE,NONE,NONE,FALSE,FALSE,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,FALSE,NOT_ATTEMPTED,,Did not get to scout this match
Q35,1425,FEEDER,STATION,NONE,TRUE,FALSE,63,10,4,0,0,17,1,3,1,0,4,6,4,0,0,0,TRUE,DEEP,,
Q35,4013,OFFENSE,NONE,GROUND,TRUE,FALSE,8,0,2,0,0,1,2,1,1,0,0,0,0,1,0,0,FALSE,PARKED,,Ummmm cooked
Q35,4415,OFFENSE,NONE,NONE,FALSE,FALSE,66,17,4,0,0,16,1,0,0,2,5,4,5,0,1,0,TRUE,DEEP,,Against us
Q35,6995,OFFENSE,STATION,REEF,FALSE,FALSE,2,19,2,0,0,5,1,2,1,1,0,1,1,0,0,0,TRUE,PARKED,,
Q35,6995,OFFENSE,GROUND,BOTH,TRUE,FALSE,71,18,5,0,0,10,7,0,0,0,2,6,2,2,5,0,TRUE,DEEP,,Really fast scorer; traverses around the field well
Q35,8738,OFFENSE,STATION,NONE,FALSE,FALSE,45,10,3,0,0,15,0,0,0,6,3,3,3,0,0,0,TRUE,PARKED,,
Q35,8738,OFFENSE,STATION,NONE,FALSE,FALSE,54,10,5,0,0,19,0,3,0,4,3,5,4,0,0,0,TRUE,PARKED,,Scored AMAZING coral all around
Q36,179,OFFENSE,STATION,REEF,TRUE,FALSE,76,0,4,0,0,12,6,1,1,1,1,6,3,0,5,0,FALSE,DEEP,,
Q36,226,FEEDER,STATION,REEF,TRUE,FALSE,60,17,5,0,0,14,2,2,0,0,5,4,3,2,0,0,TRUE,DEEP,,
Q36,2648,OFFENSE,STATION,NONE,FALSE,FALSE,60,10,4,0,0,12,0,0,0,0,2,3,7,0,0,0,TRUE,DEEP,,L4 coral bot 
Q36,4655,OFFENSE,STATION,NONE,FALSE,FALSE,62,10,3,0,0,15,0,2,0,0,1,8,4,0,0,0,TRUE,DEEP,,
Q36,9199,OFFENSE,STATION,NONE,FALSE,FALSE,42,10,4,0,0,11,0,2,0,0,4,2,3,0,0,0,TRUE,DEEP,,Scored on all levels 
Q37,1507,OFFENSE,STATION,GROUND,FALSE,FALSE,61,10,3,0,0,11,4,1,1,1,2,5,2,2,1,0,TRUE,DEEP,,
Q37,4967,FEEDER,STATION,REEF,TRUE,FALSE,62,17,5,0,0,11,5,1,0,0,0,5,4,5,0,0,TRUE,PARKED,,
Q37,4967,OFFENSE,STATION,GROUND,TRUE,FALSE,72,17,3,0,0,11,5,2,0,0,0,5,4,5,0,0,TRUE,DEEP,,
Q37,5968,OFFENSE,STATION,NONE,FALSE,FALSE,52,10,2,0,0,14,0,0,0,0,6,3,5,0,0,0,TRUE,PARKED,,Slow but extremely precise and consistent
Q37,7197,OFFENSE,STATION,REEF,TRUE,FALSE,31,17,4,0,0,9,2,0,2,0,0,4,5,0,0,0,TRUE,NOT_ATTEMPTED,,Scored good L3 and L4
Q37,10260,OFFENSE,STATION,NONE,FALSE,FALSE,20,6,4,0,0,11,0,0,0,11,0,0,0,0,0,0,TRUE,NOT_ATTEMPTED,,
Q38,2129,OFFENSE,STATION,NONE,FALSE,FALSE,64,17,5,0,0,18,0,0,0,0,6,6,6,0,0,0,TRUE,PARKED,,Very good coral
Q38,2129,FEEDER,STATION,NONE,TRUE,FALSE,66,17,5,0,0,18,0,0,0,0,4,8,6,0,0,0,TRUE,PARKED,,
Q38,2724,OFFENSE,GROUND,GROUND,FALSE,FALSE,53,3,3,0,0,8,3,1,0,0,3,4,0,2,1,0,TRUE,DEEP,,
Q38,3173,OFFENSE,STATION,NONE,FALSE,FALSE,55,17,3,0,0,18,1,2,0,7,3,4,2,0,1,0,TRUE,DEEP,,Denham like intake; pure coral bot
Q38,3792,OFFENSE,STATION,GROUND,FALSE,FALSE,66,3,4,0,0,8,8,2,1,6,0,0,0,7,0,0,TRUE,DEEP,,
Q38,4500,OFFENSE,BOTH,GROUND,FALSE,FALSE,7,19,4,0,0,5,1,1,0,1,1,0,2,0,1,0,TRUE,PARKED,,
Q38,9432,OFFENSE,STATION,REEF,TRUE,FALSE,64,24,5,0,0,13,5,0,0,0,3,4,6,0,3,2,TRUE,DEEP,,Scored good coral and decent algae
Q39,494,OFFENSE,STATION,NONE,TRUE,FALSE,33,3,3,0,0,4,1,0,0,0,0,0,3,1,0,0,TRUE,DEEP,,Very slow coral team; can still score all levels but elevator is super slow
Q39,3255,OFFENSE,STATION,GROUND,FALSE,FALSE,60,0,3,0,0,12,3,3,0,2,2,3,2,2,1,0,FALSE,DEEP,,
Q39,3256,OFFENSE,STATION,BOTH,TRUE,FALSE,38,0,2,0,0,7,1,1,0,1,2,1,2,0,1,0,FALSE,DEEP,,Missed around 1/2 to 2/3 of coral; very fast but very unreliable cycles
Q39,9280,OFFENSE,STATION,NONE,FALSE,FALSE,42,0,3,0,0,11,0,3,0,0,0,0,8,0,0,0,FALSE,PARKED,,
Q40,900,DEFENSE,BOTH,NONE,FALSE,FALSE,17,13,4,0,4,3,0,0,0,0,1,1,1,0,0,0,TRUE,DEEP,,
Q40,900,OFFENSE,STATION,NONE,FALSE,FALSE,48,24,4,0,0,21,0,6,0,0,5,4,6,0,0,0,TRUE,PARKED,,
Q40,3492,OFFENSE,STATION,NONE,FALSE,FALSE,36,3,3,0,0,18,0,6,0,2,6,3,0,0,0,0,TRUE,PARKED,,Does not like touching algae at all; pretty decent coral boy though
Q40,3891,OFFENSE,STATION,NONE,FALSE,FALSE,25,10,3,0,0,8,0,1,0,0,1,5,1,0,0,0,TRUE,PARKED,,
Q40,4451,OFFENSE,STATION,GROUND,FALSE,FALSE,42,10,4,0,0,12,4,1,0,6,0,0,5,0,1,3,TRUE,SHALLOW,,
Q40,4451,OFFENSE,STATION,REEF,TRUE,TRUE,42,10,3,0,2,12,3,2,0,5,0,0,5,0,0,3,TRUE,DEEP,,good at coral cycling but missed every barge shot
Q40,6348,OFFENSE,STATION,REEF,TRUE,FALSE,10,10,3,0,0,4,4,2,0,0,0,1,1,0,1,3,TRUE,PARKED,,
Q40,6424,OFFENSE,STATION,BOTH,TRUE,FALSE,65,3,5,0,0,12,3,0,1,1,1,5,5,0,2,0,TRUE,DEEP,,Bot is good at both types
Q41,1796,OFFENSE,STATION,REEF,TRUE,FALSE,70,10,5,0,0,15,1,0,0,0,6,4,5,0,1,0,TRUE,DEEP,,Really fast cycling of coral from station 
Q41,1833,OFFENSE,STATION,NONE,FALSE,FALSE,64,15,4,0,0,19,1,3,1,1,6,3,6,0,0,0,TRUE,DEEP,,Was defended for most of the time and bypassed defender easily.
Q41,9032,OFFENSE,BOTH,BOTH,TRUE,FALSE,60,24,4,0,0,18,1,1,0,0,5,6,6,0,1,0,TRUE,PARKED,,Decent coral cycler
Q41,9301,OFFENSE,STATION,GROUND,FALSE,TRUE,53,3,4,0,0,4,7,0,2,3,0,0,1,5,0,0,TRUE,DEEP,,deep hang; fast processor; fast L1 cycle
Q42,418,OFFENSE,STATION,NONE,TRUE,FALSE,49,17,3,0,0,12,0,2,0,0,0,3,7,0,0,0,TRUE,DEEP,,coral cycles at medium speed; *clumsy* driving; as they got stuck on algae multiple times
Q42,1369,OFFENSE,STATION,BOTH,TRUE,FALSE,33,10,3,0,0,6,4,1,1,1,0,2,2,2,1,0,TRUE,PARKED,,
Q42,1369,OFFENSE,STATION,BOTH,TRUE,FALSE,29,10,2,0,0,4,3,0,0,1,0,1,2,2,1,0,TRUE,PARKED,,Between 1-20 minute teleop they scored 0 points bc of some driver/code issues
Q42,6083,OFFENSE,STATION,NONE,TRUE,FALSE,26,10,3,0,0,12,0,2,0,2,4,3,1,0,0,0,TRUE,NOT_ATTEMPTED,,
Q42,6083,OFFENSE,STATION,NONE,FALSE,FALSE,29,10,3,0,1,11,0,2,0,1,4,2,2,0,0,0,TRUE,PARKED,,
Q42,7048,OFFENSE,STATION,NONE,FALSE,FALSE,36,3,2,0,0,6,0,1,0,0,0,1,4,0,0,0,TRUE,DEEP,,Got stuck in algae twice:(
Q42,9312,OFFENSE,BOTH,NONE,FALSE,FALSE,23,0,4,0,0,8,0,4,0,1,3,0,0,0,0,0,FALSE,DEEP,,
Q43,694,OFFENSE,STATION,BOTH,TRUE,FALSE,69,24,5,0,0,16,5,1,1,2,5,5,3,1,3,0,TRUE,DEEP,,
Q43,2438,OFFENSE,STATION,REEF,TRUE,FALSE,14,16,1,0,0,5,1,0,0,3,0,1,1,1,0,0,TRUE,PARKED,,Missed almost every single coral as well as algae; drivers lack practice. Switched to defense halfway throughout the match
Q43,3297,OFFENSE,GROUND,GROUND,FALSE,FALSE,42,14,5,0,0,6,4,0,1,0,3,1,2,2,1,0,TRUE,DEEP,,Scored good coral on L2; L3; and L4
Q43,3297,OFFENSE,GROUND,BOTH,TRUE,TRUE,40,10,4,0,0,8,4,2,2,0,3,1,2,1,1,0,TRUE,DEEP,,fast coral cycle time; does both algae processing and coral with equal vigilance; with more focus on coral.
Q43,4421,OFFENSE,STATION,REEF,TRUE,FALSE,53,24,4,0,0,15,2,0,0,1,1,7,5,1,1,0,TRUE,FAILED_DEEP,,Their coral cycle times are okay; but when they tried to climb it sounded like something broke. 
Q43,4421,OFFENSE,STATION,REEF,TRUE,FALSE,42,24,3,0,0,14,2,3,0,0,2,4,5,1,1,0,TRUE,FAILED_DEEP,,
Q43,4421,OFFENSE,STATION,REEF,TRUE,FALSE,50,24,4,0,0,15,2,1,0,0,4,4,5,1,1,0,TRUE,PARKED,,
Q43,7034,OFFENSE,STATION,NONE,FALSE,FALSE,50,17,3,0,0,11,0,0,0,0,1,5,5,0,0,0,TRUE,DEEP,,Quite bad at getting choral from the human player station.
Q43,7034,FEEDER,STATION,NONE,FALSE,FALSE,51,17,5,0,0,11,0,0,0,0,0,6,5,0,0,0,TRUE,DEEP,,
Q44,179,OFFENSE,GROUND,BOTH,TRUE,FALSE,70,17,4,0,0,19,3,4,1,1,5,2,7,0,2,0,TRUE,DEEP,,
Q44,226,OFFENSE,STATION,BOTH,TRUE,FALSE,61,10,5,0,0,12,2,0,0,2,3,2,5,0,2,0,TRUE,DEEP,,Great at both
Q44,226,OFFENSE,STATION,REEF,TRUE,FALSE,61,10,4,0,0,15,2,3,0,1,4,3,4,0,2,0,TRUE,DEEP,,
Q44,4607,OFFENSE,STATION,BOTH,TRUE,FALSE,64,17,3,0,0,15,2,0,0,0,3,5,7,0,1,1,TRUE,SHALLOW,,
Q44,4607,OFFENSE,STATION,BOTH,TRUE,FALSE,58,24,4,0,0,16,3,0,1,0,3,5,8,0,1,1,TRUE,FAILED_DEEP,,Really fast cycle times for L2-L4; but they did get a penalty for some reason (I couldn’t see them but I did see the ref) 
Q44,4607,OFFENSE,STATION,BOTH,TRUE,FALSE,52,24,4,0,0,15,4,0,2,0,4,4,7,0,1,1,TRUE,FAILED_DEEP,,
Q44,5660,FEEDER,STATION,BOTH,TRUE,FALSE,51,3,3,0,0,11,3,4,0,0,3,2,2,0,3,0,TRUE,DEEP,,
Q44,5660,OFFENSE,STATION,BOTH,TRUE,FALSE,61,0,3,0,0,11,4,1,0,3,3,2,2,0,4,0,FALSE,DEEP,,Solid 
Q44,8575,OFFENSE,STATION,BOTH,TRUE,FALSE,42,10,4,0,0,10,2,1,0,0,4,4,1,2,0,0,TRUE,PARKED,,quick cycling for coral; but slow algae processing. 
Q44,10291,OFFENSE,GROUND,BOTH,TRUE,FALSE,43,9,3,0,0,10,2,0,0,2,3,5,0,2,0,0,TRUE,PARKED,,Scored L2 and L3
Q45,302,FEEDER,STATION,REEF,TRUE,FALSE,54,17,4,0,0,14,3,2,0,0,2,3,6,1,2,0,TRUE,PARKED,,
Q45,302,OFFENSE,STATION,BOTH,TRUE,FALSE,40,24,3,0,0,12,5,1,3,1,1,2,6,1,1,0,TRUE,PARKED,,
Q45,1678,OFFENSE,GROUND,BOTH,TRUE,FALSE,113,24,5,0,0,23,5,0,0,1,5,6,11,2,2,1,TRUE,DEEP,,Zoomin
Q45,1678,OFFENSE,GROUND,BOTH,TRUE,FALSE,107,31,5,0,0,21,5,0,0,0,3,8,10,2,3,0,TRUE,DEEP,,
Q45,2648,OFFENSE,STATION,NONE,FALSE,TRUE,45,10,3,0,0,11,1,2,0,1,3,4,1,1,0,0,TRUE,DEEP,,Mid
Q45,4013,DEFENSE,STATION,NONE,FALSE,FALSE,2,10,3,0,13,1,0,0,0,0,0,0,1,0,0,0,TRUE,PARKED,,They played defense; and that really helped their alliance win when they were initially behind 
Q45,4013,DEFENSE,NONE,NONE,FALSE,FALSE,2,10,3,0,0,1,0,0,0,0,0,0,1,0,0,0,TRUE,PARKED,,
Q45,9484,OFFENSE,STATION,REEF,TRUE,FALSE,31,0,2,0,0,9,0,1,0,0,3,5,0,0,0,0,FALSE,PARKED,,Played with us and citrus
Q46,649,FEEDER,BOTH,NONE,FALSE,FALSE,28,10,4,0,0,10,0,2,0,0,0,4,3,0,0,0,TRUE,PARKED,,
Q46,649,OFFENSE,GROUND,NONE,TRUE,FALSE,28,10,2,0,0,7,1,0,1,0,0,4,3,0,0,0,TRUE,PARKED,,Sold at the end; it could’ve scored another 3 choral.
Q46,4068,OFFENSE,STATION,REEF,TRUE,FALSE,51,10,3,0,0,14,4,4,1,0,4,1,4,3,0,0,TRUE,PARKED,,They are okay scorers; but when another robot from their alliance was trying to get coral from the station they pushed them out of the way and that bot didn’t get coral 
Q46,9432,OFFENSE,STATION,REEF,TRUE,FALSE,66,24,4,0,0,17,2,2,0,0,2,6,7,0,1,1,TRUE,DEEP,,
Q46,9432,OFFENSE,STATION,BOTH,TRUE,FALSE,64,24,5,0,0,14,2,0,0,0,1,5,8,0,1,1,TRUE,DEEP,,Extremely good bot;scored most of the alliances coral
Q46,9432,OFFENSE,STATION,REEF,TRUE,FALSE,69,24,4,0,0,16,2,0,0,0,3,6,7,0,1,1,TRUE,DEEP,,
Q47,1481,DEFENSE,STATION,NONE,FALSE,FALSE,12,14,3,0,9,1,1,0,0,0,0,0,1,0,1,0,TRUE,DEEP,,They played defense this match; and it wasn’t really effective (their alliance still lost)
Q47,1481,DEFENSE,NONE,NONE,FALSE,FALSE,6,14,3,0,0,1,1,0,0,0,0,0,1,0,1,0,TRUE,SHALLOW,,
Q47,1671,OFFENSE,STATION,NONE,FALSE,FALSE,28,0,2,0,0,5,1,0,0,0,0,3,2,0,1,0,FALSE,PARKED,,Outtake broke
Q47,2630,OFFENSE,STATION,BOTH,TRUE,FALSE,90,31,4,0,0,15,7,1,0,0,0,4,10,2,5,0,TRUE,DEEP,,very funny arm with lots of degrees of freedom; had a hard time tracking what they were doing 
Q47,4415,OFFENSE,GROUND,REEF,TRUE,FALSE,75,10,4,0,0,17,3,1,0,0,5,5,5,0,2,1,TRUE,DEEP,,Really cool basketball style algae shot. Pretty good cycle times; but has issues with chasing algae. First ground intake human player I’ve found who knows what is the right amount of coral to put on the ground.
Q47,4415,OFFENSE,GROUND,BOTH,TRUE,FALSE,65,3,3,0,0,14,3,2,0,0,3,4,4,0,2,1,TRUE,DEEP,,L4 in auto I missed it
Q47,4786,OFFENSE,STATION,NONE,FALSE,FALSE,54,17,4,0,0,15,1,0,0,0,6,5,4,0,1,0,TRUE,PARKED,,Got stuck on algae.
Q47,4967,OFFENSE,GROUND,BOTH,TRUE,FALSE,26,10,2,0,0,5,3,1,1,0,0,1,3,2,0,0,TRUE,FAILED_DEEP,,slow coral cycling; slow algae processing 
Q48,1847,OFFENSE,STATION,NONE,FALSE,FALSE,24,3,3,0,0,5,0,1,0,2,1,0,1,0,0,0,TRUE,DEEP,,
Q48,4500,OFFENSE,STATION,NONE,TRUE,FALSE,42,17,4,0,0,14,3,2,3,0,2,6,4,0,0,0,TRUE,PARKED,,no algae intake:outtake/scoring this match
Q48,4500,OFFENSE,STATION,REEF,TRUE,FALSE,52,17,4,0,0,13,1,1,1,0,2,6,4,0,0,0,TRUE,DEEP,,They are good at scoring L2-L3 (sometimes miss on L4 and missed in auto); good driving ability) 
Q48,6017,FEEDER,BOTH,NONE,TRUE,FALSE,23,3,2,0,0,8,1,5,1,1,0,1,1,0,0,0,TRUE,DEEP,,
Q48,6017,OFFENSE,GROUND,NONE,TRUE,FALSE,26,0,2,0,0,6,0,2,0,1,1,1,1,0,0,0,FALSE,DEEP,,
Q48,7197,OFFENSE,GROUND,NONE,FALSE,FALSE,32,17,3,0,0,13,0,3,0,1,0,5,4,0,0,0,TRUE,NOT_ATTEMPTED,,Good l1; l2 and l3. But bad l4
Q48,7197,OFFENSE,BOTH,REEF,TRUE,FALSE,41,17,3,0,0,15,2,2,2,2,1,6,4,0,0,0,TRUE,NOT_ATTEMPTED,,Ground intake is only good for L1
Q48,7257,OFFENSE,STATION,NONE,FALSE,FALSE,49,17,4,0,0,12,0,1,0,0,3,2,6,0,0,0,TRUE,DEEP,,Scored on all except L1
Q48,7257,OFFENSE,STATION,NONE,FALSE,FALSE,62,17,3,0,0,16,0,1,0,0,6,3,6,0,0,0,TRUE,DEEP,,cycles corals efficiently; although has no algae intake; scores high and drives well; but got stuck on a coral and went haywire and hit the walls
Q48,9199,OFFENSE,STATION,NONE,TRUE,FALSE,39,10,4,0,0,7,0,0,0,0,1,1,5,0,0,0,TRUE,DEEP,,
Q49,78,OFFENSE,BOTH,REEF,TRUE,FALSE,72,31,4,0,0,17,2,1,0,1,3,3,9,2,0,0,TRUE,DEEP,,
Q49,78,OFFENSE,STATION,NONE,FALSE,FALSE,52,0,3,0,0,12,2,2,0,1,3,2,3,2,0,0,FALSE,SHALLOW,,
Q49,78,OFFENSE,BOTH,REEF,TRUE,FALSE,76,24,3,0,0,17,2,1,0,0,4,5,7,2,0,0,TRUE,DEEP,,very well rounded; incredibly consistent with all levels
Q49,1507,OFFENSE,STATION,BOTH,TRUE,FALSE,55,0,4,0,0,9,3,3,0,0,2,1,3,3,0,0,FALSE,DEEP,,efficient coral cycling; but slow algae processing; and no barge
Q49,4005,OFFENSE,STATION,NONE,TRUE,FALSE,35,10,3,0,0,9,0,0,0,0,2,3,4,0,0,0,TRUE,PARKED,,
Q49,4613,OFFENSE,GROUND,BOTH,TRUE,FALSE,62,16,4,0,0,15,2,0,0,1,8,5,1,0,2,0,TRUE,DEEP,,
Q49,6909,FEEDER,STATION,NONE,FALSE,FALSE,26,3,3,0,0,10,0,2,0,0,4,3,0,0,0,0,TRUE,PARKED,,
Q49,6909,OFFENSE,STATION,NONE,FALSE,FALSE,35,0,4,0,0,9,0,2,0,1,3,3,0,0,0,0,FALSE,DEEP,,Did pretty good 
Q49,6909,OFFENSE,STATION,NONE,TRUE,TRUE,41,0,2,0,0,10,0,1,0,2,3,4,0,0,0,0,FALSE,DEEP,,Wasted 15 sec at the end.
Q49,8738,OFFENSE,STATION,REEF,TRUE,FALSE,67,17,5,0,0,18,3,2,1,0,4,5,7,0,2,0,TRUE,PARKED,,Competent driver ability fast cycle time
Q50,1425,OFFENSE,STATION,BOTH,TRUE,FALSE,49,17,3,0,0,12,1,0,0,0,0,5,7,0,1,0,TRUE,FAILED_DEEP,,Ran out of time for the hang
Q50,3173,OFFENSE,STATION,BOTH,TRUE,FALSE,59,17,5,0,0,11,3,0,0,0,1,4,6,0,2,1,TRUE,DEEP,,Really good cycled fast kinda hard carried 
Q50,3284,DEFENSE,NONE,REEF,FALSE,FALSE,7,0,4,0,8,2,4,1,4,0,0,0,1,0,0,0,FALSE,PARKED,,seems like smth went wrong with their bot as they resorted to defense midway thru the match 
Q50,6911,DEFENSE,STATION,REEF,TRUE,FALSE,4,18,4,0,0,2,3,0,0,0,0,0,1,0,3,0,TRUE,NOT_ATTEMPTED,,Scored good algae; but then had to play defense
Q50,6911,DEFENSE,STATION,REEF,FALSE,FALSE,4,14,3,0,0,2,2,1,0,0,0,0,1,0,2,0,TRUE,NOT_ATTEMPTED,,scored until coral got stuck in their bot; then played violent defense. scored inefficiently
Q50,7525,FEEDER,STATION,NONE,FALSE,FALSE,48,24,5,0,0,17,0,0,0,0,7,5,4,0,0,0,TRUE,PARKED,,
Q50,7525,OFFENSE,STATION,NONE,FALSE,FALSE,58,24,4,0,0,16,0,1,0,0,4,6,5,0,0,0,TRUE,DEEP,,
Q50,10260,OFFENSE,STATION,NONE,FALSE,FALSE,14,6,3,0,0,9,0,1,0,8,0,0,0,0,0,0,TRUE,NOT_ATTEMPTED,,
Q51,537,OFFENSE,STATION,NONE,FALSE,FALSE,36,3,4,0,0,12,0,3,0,0,2,5,2,0,0,0,TRUE,FAILED_DEEP,,Scored a couple L4 and good L2 and L3
Q51,537,OFFENSE,STATION,NONE,FALSE,FALSE,36,0,4,0,0,12,0,2,0,0,4,3,2,0,0,0,FALSE,PARKED,,
Q51,694,FEEDER,STATION,REEF,TRUE,FALSE,80,24,5,0,0,13,6,1,0,0,2,5,5,4,2,0,TRUE,DEEP,,
Q51,694,OFFENSE,STATION,BOTH,TRUE,FALSE,93,24,5,0,0,13,9,1,1,0,4,2,6,7,1,0,TRUE,DEEP,,Pretty good hybrid bot (efficient in both categories) 
Q51,1796,OFFENSE,STATION,BOTH,TRUE,FALSE,78,31,4,0,0,17,7,0,1,0,4,6,6,0,5,1,TRUE,DEEP,,
Q51,1796,OFFENSE,STATION,BOTH,TRUE,FALSE,78,24,5,0,0,16,7,1,1,0,4,6,5,0,5,1,TRUE,DEEP,,Super fast coral cycling from station
Q51,6146,OFFENSE,STATION,NONE,TRUE,FALSE,40,7,3,0,0,8,0,0,0,0,3,3,2,0,0,0,TRUE,DEEP,,sometimes they dropped the algae
Q51,8808,OFFENSE,BOTH,REEF,TRUE,FALSE,41,3,3,0,0,10,2,3,2,0,2,2,3,0,0,0,TRUE,DEEP,,Cycling well; but did sometimes drop coral
Q51,9280,OFFENSE,STATION,REEF,TRUE,FALSE,43,0,4,0,0,8,3,1,1,1,1,1,4,2,0,0,FALSE,PARKED,,
Q52,4421,FEEDER,STATION,NONE,TRUE,FALSE,61,24,5,0,0,15,2,0,1,1,3,6,5,0,1,0,TRUE,DEEP,,
Q52,4421,OFFENSE,STATION,REEF,TRUE,FALSE,53,17,5,1,0,12,2,0,0,1,2,6,3,0,1,0,TRUE,DEEP,,Insanely good coral bot 
Q52,4451,OFFENSE,NONE,REEF,TRUE,FALSE,69,17,4,0,0,15,2,1,0,0,4,3,7,0,2,0,TRUE,DEEP,,
Q52,4451,OFFENSE,STATION,NONE,TRUE,FALSE,59,10,4,0,0,16,2,5,0,0,2,3,6,0,1,0,TRUE,DEEP,,Moves very smoothly; when it comes to putting coral L1 does not do very well (shoots out so often doesnt stay in L1 area and falls out)
Q52,6083,OFFENSE,STATION,NONE,TRUE,FALSE,19,0,3,0,0,8,2,3,2,1,1,3,0,0,0,0,FALSE,PARKED,,not very consistent coral scoring
Q52,7048,OFFENSE,STATION,NONE,FALSE,FALSE,33,10,3,0,0,11,0,2,0,0,3,1,5,0,0,0,TRUE,NOT_ATTEMPTED,,
Q52,10291,OFFENSE,GROUND,REEF,TRUE,FALSE,41,9,4,0,0,11,1,2,1,0,3,6,0,0,0,0,TRUE,DEEP,,Scored good L3
Q52,10291,OFFENSE,GROUND,REEF,TRUE,FALSE,33,9,4,0,0,10,2,0,2,0,5,5,0,0,0,0,TRUE,PARKED,,
Q52,10698,OFFENSE,STATION,NONE,FALSE,FALSE,42,3,3,0,0,8,0,0,0,1,0,2,5,0,0,0,TRUE,DEEP,,
Q53,1678,OFFENSE,GROUND,BOTH,TRUE,TRUE,61,31,4,0,0,15,3,0,1,1,4,5,5,1,1,0,TRUE,DEEP,,It’s citrus circuits 
Q53,1678,OFFENSE,BOTH,BOTH,TRUE,FALSE,65,10,5,0,0,14,5,4,0,0,5,2,3,0,5,0,TRUE,DEEP,,Extremely smooth driving and speedy; does processor sometimes or puts algae themselves; can pick up coral from anywhere really well
Q53,1833,FEEDER,BOTH,NONE,FALSE,FALSE,44,24,5,0,0,14,0,0,0,4,4,3,3,0,0,0,TRUE,DEEP,,
Q53,2438,DEFENSE,NONE,NONE,FALSE,FALSE,2,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,FALSE,PARKED,,couldn’t score
Q53,3256,OFFENSE,BOTH,NONE,FALSE,FALSE,47,3,4,0,0,14,0,3,0,2,2,0,7,0,0,0,TRUE,PARKED,,
Q53,6424,OFFENSE,STATION,REEF,TRUE,FALSE,61,24,4,0,0,14,2,1,0,0,3,3,7,0,2,0,TRUE,DEEP,,Forgot to open app for first 30 seconds of match including auto. But stats should be accurate from memory
Q53,6424,OFFENSE,STATION,REEF,TRUE,FALSE,59,16,5,0,0,11,3,1,0,0,2,4,4,2,1,0,TRUE,DEEP,,
Q53,9312,OFFENSE,BOTH,NONE,FALSE,FALSE,35,3,2,0,0,12,0,3,0,4,5,0,0,0,0,0,TRUE,DEEP,,
Q54,1731,OFFENSE,STATION,NONE,TRUE,FALSE,59,0,4,0,0,12,0,0,0,0,1,1,10,0,0,0,FALSE,PARKED,,
Q54,3297,OFFENSE,BOTH,REEF,TRUE,FALSE,50,14,4,0,0,12,3,3,0,0,0,0,9,1,2,0,TRUE,NOT_ATTEMPTED,,When fully extended and bot moves too fast almost tipped twice but they controlled it really well; speedy and good algae and coral intake
Q54,3891,FEEDER,STATION,NONE,FALSE,FALSE,34,3,3,0,0,11,1,3,0,0,1,5,1,1,0,0,TRUE,NOT_ATTEMPTED,,
Q54,6348,OFFENSE,STATION,REEF,TRUE,FALSE,29,0,4,0,0,8,1,2,1,0,0,3,3,0,0,0,FALSE,PARKED,,
Q54,6348,OFFENSE,GROUND,REEF,TRUE,FALSE,46,10,4,0,0,12,1,2,0,1,0,0,9,0,1,0,TRUE,FAILED_DEEP,,Scored really L4
Q54,6832,DEFENSE,NONE,NONE,FALSE,FALSE,2,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,FALSE,PARKED,,
Q54,8575,OFFENSE,STATION,REEF,TRUE,FALSE,56,9,5,0,0,13,3,0,1,2,2,9,0,2,0,0,TRUE,PARKED,,
Q55,649,OFFENSE,BOTH,BOTH,TRUE,FALSE,33,10,3,0,0,9,0,0,0,0,3,1,5,0,0,0,TRUE,FAILED_DEEP,,Spun a few times in 2-3 circles each but quick recovery from that; is very fast; takes some time for drivers to drop coral
Q55,900,OFFENSE,STATION,NONE,FALSE,FALSE,51,17,3,0,0,21,1,6,0,0,6,4,5,0,0,0,TRUE,PARKED,,Fast coral cycling from station 
Q55,3255,FEEDER,STATION,REEF,TRUE,FALSE,63,24,5,0,0,15,2,1,0,0,6,4,4,2,0,0,TRUE,DEEP,,
Q55,3255,OFFENSE,STATION,REEF,TRUE,FALSE,60,17,5,0,0,13,2,2,0,0,1,7,3,2,0,0,TRUE,DEEP,,I
Q55,4655,OFFENSE,STATION,BOTH,TRUE,FALSE,63,10,5,0,0,6,10,0,1,0,2,1,2,2,6,1,TRUE,DEEP,,
Q55,4655,OFFENSE,STATION,BOTH,TRUE,FALSE,51,18,3,0,0,6,11,0,0,0,2,1,2,2,8,1,TRUE,FAILED_DEEP,,They are very good at scoring in the barge and processor; they did drop on the ground in deep climb though. 
